ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
66861,Bwonsamdi's Tears,66859,1,0,40543,1,16
66862,Gnarl Root,66859,1,0,40544,2,16
66863,Defend the Dark Iron Highway,0,14,9,0,0,1
66864,Dark Iron Highway defended,66863,1,0,40545,0,0
66865,Sapphire Amaraina,66859,1,0,40546,3,16
66866,Rixxa Fluxflame defeated,0,0,4,0,0,0
66867,Rixxa Fluxflame defeated,66866,1,0,40547,0,0
66868,Return to the Black Anvil,0,0,4,0,0,0
66869,Return to the Black Anvil,66868,1,0,40548,0,0
66870,Krag'wa's Ire,66859,1,0,40549,4,16
66871,Stonebloom,66859,1,0,40550,5,16
66875,Castaways and Cutouts,65708,0,4,0,6,8208
66876,,66875,0,0,40551,1,0
66877,,66875,0,0,40552,2,0
66878,,66875,0,0,40553,3,0
66879,,66875,0,0,40554,4,0
66883,Finish an Island Expedition on Heroic difficulty or higher.,0,0,4,0,0,2
66884,Complete an Island Expedition on Heroic difficulty or higher.,66883,0,0,40555,0,2
66885,8.0 Islands - Complete and Normal diff,0,0,4,0,0,2
66886,,66885,0,0,40556,0,0
66887,8.0 Islands - Complete AND Mythic diff,0,0,4,0,0,2
66888,,66887,0,0,40558,0,2
66889,8.0 Islands - Complete AND Heroic diff,0,0,4,0,0,2
66890,,66889,0,0,40557,0,2
66891,Achievement - Kul Tiras Loremaster,0,0,4,0,0,32
66892,,66891,1,0,40559,0,32
66893,,66891,1,0,40560,1,32
66894,,66891,1,0,40561,2,32
66895,8.0 Islands - Win AND Heroic+ diff,0,0,4,0,0,2
66896,,66895,20,0,40562,0,1
66897,8.0 Islands - Win AND Mythic diff,0,0,4,0,0,2
66898,,66897,50,0,40563,0,1
66899,8.0 Islands - Win AND Normal+ diff,0,0,4,0,0,2
66900,,66899,10,0,40564,0,1
66901,8.0 Islands - Win AND PvP mode,0,0,4,0,0,2
66902,,66901,10,0,40565,0,1
66907,<Hidden> Kul Tiras Continent Achievement,0,0,4,0,0,0
66908,,66907,0,0,40559,0,32
66909,,66907,0,0,40560,1,32
66910,,66907,0,0,40561,2,32
66911,<Hidden> Has Completed Kul Tiras Continent Achievement to open Jaina line,0,0,4,0,0,0
66912,,66911,0,0,40567,0,32
66918,,49663,10,0,40568,3,1
66919,,49663,26,0,40569,4,1
66920,,49663,18,0,40570,5,1
66921,,49663,9,0,40571,6,1
66922,,49678,10,0,40568,3,1
66923,,49678,9,0,40571,6,1
66924,,49678,18,0,40570,5,1
66925,,49678,26,0,40569,4,1
66926,Defend Against Attackers,0,100,9,0,0,0
66927,,66926,9,0,40571,6,1
66928,,66926,17,0,31587,2,1
66929,,66926,9,0,40568,3,1
66930,,66926,18,0,40570,5,1
66931,Defend Against Attackers,0,100,9,0,0,0
66932,,66931,18,0,40569,4,1
66933,,66931,34,0,29388,1,1
66934,,66931,9,0,40571,6,1
66935,,66931,9,0,40568,3,1
66936,Defend Against Attackers,0,100,9,0,0,0
66937,,66936,17,0,31587,2,1
66938,,66936,9,0,40568,3,1
66939,,66936,18,0,40570,5,1
66940,,66936,5,0,30910,0,1
66941,Defend Against Attackers,0,100,9,0,0,0
66942,,66941,5,0,30910,0,1
66943,,66941,9,0,40571,6,1
66944,,66941,17,0,31587,2,1
66945,,66941,18,0,40569,4,1
66946,,66926,34,0,29388,1,1
66947,,66926,18,0,40569,4,1
66948,,66926,5,0,30910,0,1
66949,,66931,18,0,40570,5,1
66950,,66931,17,0,31587,2,1
66951,,66931,5,0,30910,0,1
66952,,66936,18,0,40569,4,1
66953,,66936,9,0,40571,6,1
66954,,66936,34,0,29388,1,1
66955,,66941,18,0,40570,5,1
66956,,66941,34,0,29388,1,1
66957,,66941,9,0,40568,3,1
66958,Defend Against Attackers,0,100,9,0,0,0
66959,,66958,9,0,40571,6,1
66960,,66958,34,0,29388,1,1
66961,,66958,18,0,40570,5,1
66962,,66958,18,0,40569,4,1
66963,,66958,9,0,40568,3,1
66964,,66958,17,0,31587,2,1
66965,,66958,5,0,30910,0,1
66966,Defend Against Attackers,0,100,9,0,0,0
66967,,66966,18,0,40569,4,1
66968,,66966,34,0,29388,1,1
66969,,66966,9,0,40568,3,1
66970,,66966,5,0,30910,0,1
66971,,66966,9,0,40571,6,1
66972,,66966,17,0,31587,2,1
66973,,66966,18,0,40570,5,1
66974,Defend Against Attackers,0,100,9,0,0,0
66975,,66974,17,0,31587,2,1
66976,,66974,9,0,40568,3,1
66977,,66974,18,0,40569,4,1
66978,,66974,9,0,40571,6,1
66979,,66974,18,0,40570,5,1
66980,,66974,5,0,30910,0,1
66981,,66974,34,0,29388,1,1
66982,Defend Against Attackers,0,100,9,0,0,0
66983,,66982,9,0,40571,6,1
66984,,66982,17,0,31587,2,1
66985,,66982,18,0,40570,5,1
66986,,66982,18,0,40569,4,1
66987,,66982,5,0,30910,0,1
66988,,66982,34,0,29388,1,1
66989,,66982,9,0,40568,3,1
66990,Defend Against Attackers,0,100,9,0,0,0
66991,,66990,9,0,40571,6,1
66992,,66990,9,0,40568,3,1
66993,,66990,17,0,31587,2,1
66994,,66990,18,0,40569,4,1
66995,,66990,18,0,40570,5,1
66996,,66990,5,0,30910,0,1
66997,,66990,34,0,29388,1,1
66998,Defend Against Attackers,0,100,9,0,0,0
66999,,66998,9,0,40568,3,1
67000,,66998,18,0,40570,5,1
67001,,66998,5,0,30910,0,1
67002,,66998,9,0,40571,6,1
67003,,66998,17,0,31587,2,1
67004,,66998,34,0,29388,1,1
67005,,66998,18,0,40569,4,1
67006,Defend Against Attackers,0,100,9,0,0,0
67007,,67006,17,0,31587,2,1
67008,,67006,5,0,30910,0,1
67009,,67006,9,0,40571,6,1
67010,,67006,34,0,29388,1,1
67011,,67006,9,0,40568,3,1
67012,,67006,18,0,40570,5,1
67013,,67006,18,0,40569,4,1
67014,Defend Against Attackers,0,100,9,0,0,0
67015,,67014,9,0,40571,6,1
67016,,67014,17,0,31587,2,1
67017,,67014,18,0,40570,5,1
67018,,67014,34,0,29388,1,1
67019,,67014,9,0,40568,3,1
67020,,67014,18,0,40569,4,1
67021,,67014,5,0,30910,0,1
67022,Defend Against Attackers,0,100,9,0,0,0
67023,,67022,17,0,31587,2,1
67024,,67022,5,0,30910,0,1
67025,,67022,34,0,29388,1,1
67026,,67022,9,0,40568,3,1
67027,,67022,18,0,40570,5,1
67028,,67022,18,0,40569,4,1
67029,,67022,9,0,40571,6,1
67030,Defend Against Attackers,0,100,9,0,0,0
67031,,67030,9,0,40571,6,1
67032,,67030,18,0,40569,4,1
67033,,67030,17,0,31587,2,1
67034,,67030,5,0,30910,0,1
67035,,67030,18,0,40570,5,1
67036,,67030,34,0,29388,1,1
67037,,67030,9,0,40568,3,1
67038,Defend Against Attackers,0,100,9,0,0,0
67039,,67038,18,0,40570,5,1
67040,,67038,18,0,40569,4,1
67041,,67038,34,0,29388,1,1
67042,,67038,9,0,40568,3,1
67043,,67038,17,0,31587,2,1
67044,,67038,5,0,30910,0,1
67045,,67038,9,0,40571,6,1
67046,Boost 2.0 [Monk|Wind] - Special B - Vivify,0,0,4,0,0,0
67047,Use Vivify to heal yourself,67046,2,0,40572,0,0
67048,Blood on the Sand,66125,1,0,40573,3,16
67049,Chasing Darkness,66125,1,0,40574,4,16
67050,Light the ceremonial fires within the temple using the Shrine's Breath in Shrine of the Storm on Mythic difficulty.,0,0,4,0,0,0
67051,,67050,1,0,40575,0,2
67052,Defeat Lord Stormsong without coming into contact with any Awoken Void in Shrine of the Storm on Mythic difficulty.,0,0,4,0,0,0
67053,,67052,1,0,40576,0,2
67054,Earn 1000 honor in Drustvar while in War Mode.,0,0,4,0,0,0
67055,Earn 1000 honor in Drustvar while in War Mode.,67054,1000,0,40577,0,1
67056,Defeat Vol'zith the Whisperer while all party members are afflicted with Maddening Dreams in Shrine of the Storm on Mythic difficulty.,0,0,4,0,0,0
67057,,67056,1,0,40578,0,2
67058,Images of Jaina Found,66819,1,0,40579,1,2
67059,Images of Jaina Found,66819,1,0,40580,2,2
67060,Images of Jaina Found,66819,1,0,40581,3,2
67062,A Golden Opportunity,66125,1,0,40583,5,16
67063,Earn 1000 honor in Stormsong Valley while in War Mode.,0,0,4,0,0,0
67064,Earn 1000 honor in Stormsong Valley while in War Mode.,67063,1000,0,40588,0,1
67065,Earn 1000 honor in Nazmir while in War Mode.,0,0,4,0,0,0
67066,Earn 1000 honor in Nazmir while in War Mode.,67065,1000,0,40585,0,1
67067,Earn 1000 conquest points in Tiragarde Sound while in War Mode.,0,0,4,0,0,0
67068,Earn 1000 honor in Tiragarde Sound while in War Mode.,67067,1000,0,40584,0,1
67069,Earn 1000 honor in Zuldazar while in War Mode.,0,0,4,0,0,0
67070,Earn 1000 honor in Zuldazar while in War Mode.,67069,1000,0,40587,0,1
67071,Earn 1000 honor in Vol'dun while in War Mode.,0,0,4,0,0,0
67072,Earn 1000 honor in Vol'dun while in War Mode.,67071,1000,0,40586,0,1
67073,Complete the World PvP achievements listed below.,0,0,4,0,0,0
67074,Tour of Duty: Tiragarde Sound,67073,0,0,40589,0,0
67075,Tour of Duty: Stormsong Valley,67073,0,0,40590,1,0
67076,Tour of Duty: Drustvar,67073,0,0,40591,2,0
67077,Complete the World PvP achievements listed below.,0,0,4,0,0,0
67078,Tour of Duty: Vol'dun,67077,0,0,40592,0,0
67079,Tour of Duty: Nazmir,67077,0,0,40593,1,0
67080,Tour of Duty: Zuldazar,67077,0,0,40594,2,0
67081,Earn a bounty for your death by the Alliance while within War Mode.,0,1,8,0,0,0
67082,,67081,0,0,40596,0,2
67083,,67081,0,0,40595,1,2
67084,Earn a bounty for your death by the Alliance while within War Mode.,0,1,8,0,0,0
67085,,67084,0,0,40596,0,2
67086,,67084,0,0,40595,1,2
67087,Complete the World PvP achievements listed below.,0,0,4,0,0,0
67090,Band of Brothers,67087,0,0,40599,0,0
67091,Bounty Hunting,67087,0,0,40600,1,0
67092,War Supplied,67087,0,0,40601,2,0
67099,Alliance Foothold Third Choice,0,1,8,0,0,6144
67100,,71259,1,0,40608,0,0
67101,,71259,1,0,40609,1,0
67102,,71259,1,0,40610,2,0
67103,8.0 WQ Unlocked - Alliance <DND>,0,1,4,0,0,0
67104,,67103,1,0,40611,0,2
67106,8.0 WQ Unlocked - Horde <DND>,0,1,4,0,0,0
67107,,67106,1,0,40612,0,2
67108,Horde Foothold Third Choice,0,1,8,0,0,6144
67109,,71261,1,0,40613,0,0
67110,,71261,1,0,40614,1,0
67111,,71261,1,0,40615,2,0
67112,Statistic - Mephistroth (Heroic),0,1,4,0,0,0
67113,,67112,1,0,40616,0,2
67114,Statistic - Mephistroth (Mythic),0,1,4,0,0,0
67115,,67114,1,0,40617,0,2
67116,Statistic - L'ura (Heroic),0,1,4,0,0,0
67117,,67116,1,0,40618,0,2
67118,Statistic - L'ura (Mythic),0,1,4,0,0,0
67119,,67118,1,0,37273,0,2
67120,8.0 Zandalar - Achievements - Loa Expectations,0,0,4,0,0,128
67121,Boon of Gonk,67120,0,0,40619,0,0
67122,Boon of Pa'ku,67120,0,0,40620,1,0
67123,Boon of Akunda,67120,0,0,40621,2,0
67124,Boon of Bwonsamdi,67120,0,0,40622,3,0
67125,Boon of Kimbul,67120,0,0,40623,4,0
67126,Boon of Krag'wa,67120,0,0,40624,5,0
67127,8.0 Vol'dun - Dungeon Quest (JAP),0,1,5,0,0,6144
67128,Avatar of Sethraliss healed,67127,0,0,40625,0,0
67129,8.0 Zandalari Intro - Stage 9 - All Hostiles Killed (JAK),0,0,4,0,0,0
67130,Killed all dudes,67129,1,0,40626,0,0
67195,Seething Shore battles,0,0,4,0,0,0
67196,Seething Shore,67195,0,0,39564,0,0
67197,Seething Shore victories,0,0,4,0,0,0
67198,Seething Shore Victories,67197,0,0,39676,0,0
67199,Rated Seething Shore battles,0,0,4,0,0,0
67200,Rated Seething Shore battles,67199,0,0,40705,0,0
67201,Rated Seething Shore victories,0,0,4,0,0,0
67202,Rated Seething Shore victories,67201,0,0,40706,0,0
67203,Honor Level 25 Reach,0,0,4,0,0,0
67204,,67203,0,0,40707,0,0
67205,8.0 Stormsong - Shrine of the Storm - Defeat Vol'zith the Whisperer - GJC,0,0,4,0,0,4096
67206,Defeat Vol'zith the Whisperer,67205,1,0,40708,0,0
67207,8.0 Zandalar - Achievement - Spirits Be With You (ZTO),0,0,4,0,0,0
67208,The Fallen Chieftain,67207,0,0,40709,0,16
67209,Justice For The Fallen,67207,0,0,40710,1,16
67210,8.0 Stormsong - Shrine of the Storm - Defeat Lord Stormsong - GJC,0,0,4,0,0,4096
67211,Defeat Lord Stormsong,67210,1,0,40711,0,0
67212,Statistic - Yazma,0,0,4,0,0,0
67213,,67212,0,0,40747,0,2
67214,Siege of Boralus World Quest 1 Alliance,0,0,4,0,0,0
67215,Rescue Civilians,67214,5,0,40712,0,0
67218,Heal yourself through Atonement,66220,10,0,40714,1,0
67219,,66630,9,0,40715,17,0
67220,,66630,9,0,40716,18,0
67221,,66630,2,0,40717,19,0
67222,,66630,1,0,40718,20,0
67223,,66653,1,0,40718,17,0
67224,,66653,2,0,40717,18,0
67225,,66653,9,0,40716,19,0
67226,,66653,9,0,40715,20,0
67227,Boralus Dungeon - Dungeon Scenario - Challenge,0,0,4,0,0,0
67228,Chopper Redhook defeated,67227,1,0,38179,0,0
67229,Dread Captain Lockwood defeated,67227,1,0,38181,1,0
67230,Hadal Darkfathom defeated,67227,1,0,38180,2,0
67231,Viq'Goth defeated,67227,1,0,40958,3,0
67232,Enemy Forces,67227,319,9,0,4,0
67233,,67232,1,0,40719,0,0
67234,,67232,4,0,40720,1,0
67235,,67232,4,0,40721,2,0
67236,,67232,4,0,40722,3,0
67237,,67232,8,0,40723,4,0
67238,,67232,4,0,40724,5,0
67239,,67232,4,0,40725,6,0
67240,,67232,4,0,40726,7,0
67241,,67232,1,0,40727,8,0
67242,,67232,4,0,40728,9,0
67243,,67232,8,0,40729,10,0
67244,,67232,4,0,40730,11,0
67245,,67232,4,0,40731,12,0
67246,,67232,4,0,40732,13,0
67247,,67232,4,0,40733,14,0
67248,,67232,4,0,40734,15,0
67249,,67232,4,0,40735,16,0
67250,,67232,8,0,40736,17,0
67251,,67232,4,0,40737,18,0
67252,,67232,4,0,40738,19,0
67253,,67232,4,0,40739,20,0
67254,,67232,4,0,40740,21,0
67255,Boralus Dungeon - Dungeon Scenario - Challenge (More Trash),0,0,4,0,0,0
67256,Chopper Redhook defeated,67255,1,0,38179,0,0
67257,Dread Captain Lockwood defeated,67255,1,0,38181,1,0
67258,Hadal Darkfathom defeated,67255,1,0,38180,2,0
67259,Viq'Goth defeated,67255,1,0,40958,3,0
67260,Enemy Forces,67255,383,9,0,4,0
67261,,67260,1,0,40719,0,0
67262,,67260,4,0,40720,1,0
67263,,67260,4,0,40721,2,0
67264,,67260,4,0,40722,3,0
67265,,67260,8,0,40723,4,0
67266,,67260,4,0,40724,5,0
67267,,67260,4,0,40725,6,0
67268,,67260,4,0,40726,7,0
67269,,67260,1,0,40727,8,0
67270,,67260,4,0,40728,9,0
67271,,67260,8,0,40729,10,0
67272,,67260,4,0,40730,11,0
67273,,67260,4,0,40731,12,0
67274,,67260,4,0,40732,13,0
67275,,67260,4,0,40733,14,0
67276,,67260,4,0,40734,15,0
67277,,67260,4,0,40735,16,0
67278,,67260,8,0,40736,17,0
67279,,67260,4,0,40737,18,0
67280,,67260,4,0,40738,19,0
67281,,67260,4,0,40739,20,0
67282,,67260,4,0,40740,21,0
67283,Boralus Dungeon - Dungeon Scenario - Challenge (Horde),0,0,4,0,0,0
67284,Sergeant Bainbridge defeated,67283,1,0,38185,0,0
67285,Dread Captain Lockwood defeated,67283,1,0,38181,1,0
67286,Hadal Darkfathom defeated,67283,1,0,38180,2,0
67287,Viq'Goth defeated,67283,1,0,40958,3,0
67288,Enemy Forces,67283,319,9,0,4,0
67289,,67288,1,0,40719,0,0
67290,,67288,4,0,40720,1,0
67291,,67288,4,0,40721,2,0
67292,,67288,4,0,40722,3,0
67293,,67288,8,0,40723,4,0
67294,,67288,4,0,40724,5,0
67295,,67288,4,0,40725,6,0
67296,,67288,4,0,40726,7,0
67297,,67288,1,0,40727,8,0
67298,,67288,4,0,40728,9,0
67299,,67288,8,0,40729,10,0
67300,,67288,4,0,40730,11,0
67301,,67288,4,0,40731,12,0
67302,,67288,4,0,40732,13,0
67303,,67288,4,0,40733,14,0
67304,,67288,4,0,40734,15,0
67305,,67288,4,0,40735,16,0
67306,,67288,8,0,40736,17,0
67307,,67288,4,0,40737,18,0
67308,,67288,4,0,40738,19,0
67309,,67288,4,0,40739,20,0
67310,,67288,4,0,40740,21,0
67311,Boralus Dungeon - Dungeon Scenario - Challenge (Horde) (More Trash),0,0,4,0,0,0
67312,Sergeant Bainbridge defeated,67311,1,0,38185,0,0
67313,Dread Captain Lockwood defeated,67311,1,0,38181,1,0
67314,Hadal Darkfathom defeated,67311,1,0,38180,2,0
67315,Viq'Goth defeated,67311,1,0,40958,3,0
67316,Enemy Forces,67311,383,9,0,4,0
67317,,67316,1,0,40719,0,0
67318,,67316,4,0,40720,1,0
67319,,67316,4,0,40721,2,0
67320,,67316,4,0,40722,3,0
67321,,67316,8,0,40723,4,0
67322,,67316,4,0,40724,5,0
67323,,67316,4,0,40725,6,0
67324,,67316,4,0,40726,7,0
67325,,67316,1,0,40727,8,0
67326,,67316,4,0,40728,9,0
67327,,67316,8,0,40729,10,0
67328,,67316,4,0,40730,11,0
67329,,67316,4,0,40731,12,0
67330,,67316,4,0,40732,13,0
67331,,67316,4,0,40733,14,0
67332,,67316,4,0,40734,15,0
67333,,67316,4,0,40735,16,0
67334,,67316,8,0,40736,17,0
67335,,67316,4,0,40737,18,0
67336,,67316,4,0,40738,19,0
67337,,67316,4,0,40739,20,0
67338,,67316,4,0,40740,21,0
67339,,67288,1,0,40742,22,0
67340,,67288,4,0,40741,23,0
67341,,67288,4,0,40743,24,0
67342,,67316,4,0,40743,22,0
67343,,67316,4,0,40741,23,0
67344,,67316,1,0,40742,24,0
67345,Siege of Boralus Achievement 2,0,0,4,0,0,0
67346,Kick fifteen Gasping Flounders back into the water then defeat Viq'Goth in the Siege of Boralus on Mythic difficulty.,67345,1,0,44267,0,2
67347,Siege of Boralus Achievement 1,0,0,4,0,0,0
67348,Never let Dread Captain Lockwood use Bounding Retreat before defeating her in the Siege of Boralus on Mythic difficulty.,67347,1,0,40745,0,2
67349,Statistic - Unbound Abomination,0,0,4,0,0,0
67350,,67349,0,0,40746,0,2
67351,Statistic - Unbound Abomination (Heroic),0,0,4,0,0,0
67352,,67351,0,0,40748,0,2
67353,Threshanator 3000,65984,1,0,40749,5,0
67354,Brutik Blackanvil,65984,1,0,40750,6,0
67355,Liz Vilepot,65984,1,0,40751,7,0
67357,"Obtain 150 skill points in a ""Kul Tiran"" category of a profession.",0,1,8,0,0,0
67358,Alchemy,67357,150,0,40753,0,2
67359,Alchemy,67357,150,0,40754,1,2
67360,Alchemy,67357,150,0,40755,2,2
67361,Alchemy,67357,150,0,40756,3,2
67362,Alchemy,67357,150,0,40757,4,2
67363,Alchemy,67357,150,0,40758,5,2
67364,Alchemy,67357,150,0,40759,6,2
67365,Alchemy,67357,150,0,40760,7,2
67366,Alchemy,67357,150,0,40761,8,2
67367,Alchemy,67357,150,0,40762,9,2
67368,Alchemy,67357,150,0,40763,10,2
67369,"Obtain 150 skill points in a ""Zandalari"" category of a profession.",0,1,8,0,0,0
67370,Alchemy,67369,150,0,40753,0,2
67371,Alchemy,67369,150,0,40754,1,2
67372,Alchemy,67369,150,0,40755,2,2
67373,Alchemy,67369,150,0,40756,3,2
67374,Alchemy,67369,150,0,40757,4,2
67375,Alchemy,67369,150,0,40758,5,2
67376,Alchemy,67369,150,0,40759,6,2
67377,Alchemy,67369,150,0,40760,7,2
67378,Alchemy,67369,150,0,40761,8,2
67379,Alchemy,67369,150,0,40762,9,2
67380,Alchemy,67369,150,0,40763,10,2
67381,"Obtain 150 skill points in a ""Kul Tiran"" category of two primary professions.",0,2,8,0,0,0
67382,Alchemy,67381,150,0,40753,0,2
67383,Alchemy,67381,150,0,40754,1,2
67384,Alchemy,67381,150,0,40755,2,2
67385,Alchemy,67381,150,0,40756,3,2
67386,Alchemy,67381,150,0,40757,4,2
67387,Alchemy,67381,150,0,40758,5,2
67388,Alchemy,67381,150,0,40759,6,2
67389,Alchemy,67381,150,0,40760,7,2
67390,Alchemy,67381,150,0,40761,8,2
67391,Alchemy,67381,150,0,40762,9,2
67392,Alchemy,67381,150,0,40763,10,2
67393,"Obtain 150 skill points in a ""Zandalari"" category of two primary professions.",0,2,8,0,0,0
67394,Alchemy,67393,150,0,40753,0,2
67395,Alchemy,67393,150,0,40754,1,2
67396,Alchemy,67393,150,0,40755,2,2
67397,Alchemy,67393,150,0,40756,3,2
67398,Alchemy,67393,150,0,40757,4,2
67399,Alchemy,67393,150,0,40758,5,2
67400,Alchemy,67393,150,0,40759,6,2
67401,Alchemy,67393,150,0,40760,7,2
67402,Alchemy,67393,150,0,40761,8,2
67403,Alchemy,67393,150,0,40762,9,2
67404,Alchemy,67393,150,0,40763,10,2
67405,"Raise all primary professions to 150 skill points in the ""Kul Tiran"" category.",0,2,4,0,0,0
67406,Kul Tiran Alchemy,67405,150,0,40753,0,0
67407,Kul Tiran Blacksmithing,67405,150,0,40754,1,0
67408,Kul Tiran Enchanting,67405,150,0,40755,2,0
67409,Kul Tiran Engineering,67405,150,0,40756,3,0
67410,Kul Tiran Herbalism,67405,150,0,40757,4,0
67411,Kul Tiran Inscription,67405,150,0,40758,5,0
67412,Kul Tiran Jewelcrafting,67405,150,0,40759,6,0
67413,Kul Tiran Leatherworking,67405,150,0,40760,7,0
67414,Kul Tiran Mining,67405,150,0,40761,8,0
67415,Kul Tiran Skinning,67405,150,0,40762,9,0
67416,Kul Tiran Tailoring,67405,150,0,40763,10,0
67417,"Raise all primary professions to 150 skill points in the ""Zandalari"" category.",0,2,4,0,0,0
67418,Zandalari Alchemy,67417,150,0,40753,0,0
67419,Zandalari Blacksmithing,67417,150,0,40754,1,0
67420,Zandalari Enchanting,67417,150,0,40755,2,0
67421,Zandalari Engineering,67417,150,0,40756,3,0
67422,Zandalari Herbalism,67417,150,0,40757,4,0
67423,Zandalari Inscription,67417,150,0,40758,5,0
67424,Zandalari Jewelcrafting,67417,150,0,40759,6,0
67425,Zandalari Leatherworking,67417,150,0,40760,7,0
67426,Zandalari Mining,67417,150,0,40761,8,0
67427,Zandalari Skinning,67417,150,0,40762,9,0
67428,Zandalari Tailoring,67417,150,0,40763,10,0
67429,Scrap 100 items using the Scrap-O-Matic 1000.,0,0,4,0,0,0
67430,,67429,100,0,40764,0,1
67431,Scrap 250 items using the Scrap-O-Matic 1000.,0,0,4,0,0,0
67432,,67431,250,0,40764,0,1
67433,Scrap 500 items using the Scrap-O-Matic 1000.,0,0,4,0,0,0
67434,,67433,500,0,40764,0,1
67435,"Complete the quest, ""A Load of Scrap"".",0,1,8,0,0,0
67436,,67435,1,0,40765,0,2
67437,,67435,1,0,40766,1,2
67441,Cycle of Hatred,66027,0,0,40198,4,16
67442,From the Depths They Come,66027,0,0,40162,5,16
67443,Briarback Kraul,66027,0,0,40161,6,16
67444,Treasure in Deadwash,66027,0,0,40197,7,16
67445,"Obtain 150 skill points in the ""Kul Tiran"" category of cooking.",0,0,4,0,0,0
67446,"Obtain 150 skill points in the ""Kul Tiran"" category of cooking.",67445,150,0,40769,0,2
67447,"Obtain 150 skill points in the ""Zandalari"" category of cooking.",0,0,4,0,0,0
67448,"Obtain 150 skill points in the ""Zandalari"" category of cooking.",67447,150,0,40769,0,2
67449,Cook 10 of the Kul Tiran Recipes,0,10,8,0,0,0
67450,Bountiful Captain's Feast,67449,1,8,0,0,8192
67451,,67450,1,0,40770,0,0
67452,,67450,1,0,40771,1,0
67453,Bountiful Captain's Feast,67450,1,0,40772,2,0
67454,Galley Banquet,67449,1,8,0,1,8192
67455,,67454,1,0,40773,0,0
67456,,67454,1,0,40774,1,0
67457,,67454,1,0,40775,2,0
67458,Grilled Catfish,67449,1,8,0,2,8192
67459,,67458,1,0,40776,0,0
67460,,67458,1,0,40777,1,0
67461,,67458,1,0,40778,2,0
67462,Statistic - Unbound Abomination (Mythic),0,0,4,0,0,0
67463,,67462,0,0,40779,0,2
67464,Honey-Glazed Haunches,67449,1,8,0,3,8192
67465,,67464,1,0,40780,0,0
67466,,67464,1,0,40781,1,0
67467,,67464,1,0,40782,2,0
67468,Kul Tiramisu,67449,1,8,0,4,8192
67469,,67468,1,0,40783,0,0
67470,,67468,1,0,40784,1,0
67471,,67468,1,0,40785,2,0
67472,Loa Loaf,67449,1,8,0,5,8192
67473,,67472,1,0,40786,0,0
67474,,67472,1,0,40787,1,0
67475,,67472,1,0,40788,2,0
67476,Mon'Dazi,67449,1,8,0,6,8192
67477,,67476,1,0,40789,0,0
67478,,67476,1,0,40790,1,0
67479,,67476,1,0,40791,2,0
67480,Ravenberry Tarts,67449,1,8,0,7,8192
67481,,67480,1,0,40792,0,0
67482,,67480,1,0,40793,1,0
67483,,67480,1,0,40794,2,0
67484,Sailor's Pie,67449,1,8,0,8,8192
67485,,67484,1,0,40795,0,0
67486,,67484,1,0,40796,1,0
67487,,67484,1,0,40797,2,0
67488,Seasoned Loins,67449,1,8,0,9,8192
67489,,67488,1,0,40798,0,0
67490,,67488,1,0,40799,1,0
67491,,67488,1,0,40800,2,0
67492,Spiced Snapper,67449,1,8,0,10,8192
67493,,67492,1,0,40801,0,0
67494,,67492,1,0,40802,1,0
67495,,67492,1,0,40803,2,0
67496,Swamp Fish 'n Chips,67449,1,8,0,11,8192
67497,,67496,1,0,40804,0,0
67498,,67496,1,0,40805,1,0
67499,,67496,1,0,40806,2,0
67500,Cook 10 of the Zandalari Recipes,0,10,8,0,0,0
67501,Bountiful Captain's Feast,67500,1,8,0,0,8192
67502,,67501,1,0,40770,0,0
67503,,67501,1,0,40771,1,0
67504,Bountiful Captain's Feast,67501,1,0,40772,2,0
67505,Galley Banquet,67500,1,8,0,1,8192
67506,,67505,1,0,40773,0,0
67507,,67505,1,0,40774,1,0
67508,,67505,1,0,40775,2,0
67509,Grilled Catfish,67500,1,8,0,2,8192
67510,,67509,1,0,40776,0,0
67511,,67509,1,0,40777,1,0
67512,,67509,1,0,40778,2,0
67513,Honey-Glazed Haunches,67500,1,8,0,3,8192
67514,,67513,1,0,40780,0,0
67515,,67513,1,0,40781,1,0
67516,,67513,1,0,40782,2,0
67517,Kul Tiramisu,67500,1,8,0,4,8192
67518,,67517,1,0,40783,0,0
67519,,67517,1,0,40784,1,0
67520,,67517,1,0,40785,2,0
67521,Loa Loaf,67500,1,8,0,5,8192
67522,,67521,1,0,40786,0,0
67523,,67521,1,0,40787,1,0
67524,,67521,1,0,40788,2,0
67525,Mon'Dazi,67500,1,8,0,6,8192
67526,,67525,1,0,40789,0,0
67527,,67525,1,0,40790,1,0
67528,,67525,1,0,40791,2,0
67529,Ravenberry Tarts,67500,1,8,0,7,8192
67530,,67529,1,0,40792,0,0
67531,,67529,1,0,40793,1,0
67532,,67529,1,0,40794,2,0
67533,Sailor's Pie,67500,1,8,0,8,8192
67534,,67533,1,0,40795,0,0
67535,,67533,1,0,40796,1,0
67536,,67533,1,0,40797,2,0
67537,Seasoned Loins,67500,1,8,0,9,8192
67538,,67537,1,0,40798,0,0
67539,,67537,1,0,40799,1,0
67540,,67537,1,0,40800,2,0
67541,Spiced Snapper,67500,1,8,0,10,8192
67542,,67541,1,0,40801,0,0
67543,,67541,1,0,40802,1,0
67544,,67541,1,0,40803,2,0
67545,Swamp Fish 'n Chips,67500,1,8,0,11,8192
